Author,Author_id,Comment,Comment_id,Comment_like,Comment_reply,Comment_published,Video_title,Video_id,Comment_count,Video_like,Video_dislike
Lizzie Jackson,UCvTgcYtH8UcM0KUJHTvzozQ,16:47-23:40 best music by far. One of my favourite scenes and a musical masterpiece,UgwXV-oFoHKmXkWDrPh4AaABAg,2,4,2019-04-25T16:12:17.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Kork,UCE60OKJJML3_I3p6EpVk3-Q,The Rains of Castamere is so good it's on this list twice,UgzURR1fPbq3_G3FKY94AaABAg,3,0,2019-04-24T20:48:49.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
mike reichenbach,UC6M9Jz7M9QeCjq0V35f-uOA,"All were great until last ""Lords of castamere"" could have been much better... One of the weakest renditions",UgxdAeHaDaRv7OOE8gJ4AaABAg,0,1,2019-04-23T05:28:50.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
3Eyed Raven,UCkogLuum5kFp1fMpE7p9Q6Q,Valar Morghulis,Ugx-0oDweKk0Q4iLMEZ4AaABAg,2,0,2019-04-21T19:58:59.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Shay 86,UC3SeJ-g4379S_9ChIJIVv2w,Music in 12.15 is breaking my heart.............,Ugy7jKVPRzg5R2kvKTZ4AaABAg,0,0,2019-04-21T12:01:49.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Michael Salas,UC0gc7u8CBEPwyXcwAFp5wLg,So beautiful love it.,UgwxoDFz8dEmBWt1IGJ4AaABAg,0,0,2019-04-19T02:13:12.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Leandro Perticari,UCnW_vyL0FeYTY9rQhwN_6aA,Lo mejor comienza en el minuto 13:55,Ugzxv-t77R6SeT-JsDt4AaABAg,0,0,2019-04-19T00:36:44.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Roni Khoshaba,UCuYCDZhApT3tHq4DjnnMhtQ,"Just spoke with George, he said the night king and the white walkers are heading south now that Cannibis is legalized.",Ugwmp09o6nhOMWtcA614AaABAg,0,0,2019-04-18T16:38:50.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Rihab Ouaankour,UCp65JAjQbcWj9wipaN9zGTw,the first one is weird because for me i feel like this is a tragic song and this makes me kinda sad tbh,UgwHFt_JA7rGu3zkobJ4AaABAg,1,1,2019-04-17T16:50:32.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Ryan K,UClyyKw7wLnl8krPsB1mLHgg,when in the show is 20:08 used? can already tell that was a wild scene and i want to see that shit go down again,Ugzb-Q0woxKOQ-A15Bp4AaABAg,0,2,2019-04-17T02:49:39.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Douglas Dias,UCxj0th7BEoYq-YAZYUfkHHA,Perfect ;),UgxKc3nmA4CBaxidpkp4AaABAg,1,0,2019-04-16T17:47:28.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Gromium,UCzPKOP6fwKKJImPMEvWsYVw,sounds like u recorded this in a washroom only ramin can make 1 version no one else,Ugxg1ZySCiKlZ54LwaN4AaABAg,0,0,2019-04-16T04:38:20.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Jon Snow,UCMKUtjhwVUYxBQhRkbXWq3g,The pack survives.,UgwM0FmFale7kBu6hBF4AaABAg,1,0,2019-04-15T13:32:50.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Yaya Kharbat,UC0JHKf0ZV9Z29w8IM1HmHCA,I wanna be listening to this music on my death bed !!,UgwZyySO5bImGkc-n5x4AaABAg,0,0,2019-04-14T22:51:36.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
broken,UCIwK-RmwUEWNrSy9jYe4DWw,The best is the light of seven,UgyOkafewLYdg2mWrb14AaABAg,0,0,2019-04-12T18:53:02.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Lee,UCn6_17P42WtVnlOhGJKJQLw,I don't even watch the show but for this soundtrack it's so worth trying it. Brilliant 😍🎶,Ugz_q48LV86RrBWzgkl4AaABAg,1,2,2019-04-12T09:47:53.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Kaerys Targaryen,UCt-CI_0sjOz7YQQx9mithAA,Light of the seven <3,Ugy06qzTZAtaKICvKG94AaABAg,3,0,2019-04-10T23:26:39.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Kareena Fahim,UCyHWMzWyBBc0n8hKA8sClYg,Iraian composer Ramin Djwadi,Ugw1MjABc8DysgpKjmh4AaABAg,0,0,2019-04-08T19:57:03.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Hari Kumar,UCw5P-ttPSuKjA4cmAWkfNxA,That thop Music from 18:40🔥,Ugz9AtlpzMmaqmom1ft4AaABAg,0,0,2019-04-08T15:33:17.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Gaspar Lopez,UC6VmYB9NIEMBnS2nH7e1YRQ,5:18,Ugz3iIbW5SNexgzMi854AaABAg,0,0,2019-04-07T22:46:57.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
cio chns,UCTRXvwFv8frbmQxyHERN1tw,last eight days! ;),Ugyc5VP-5uSwzaF1LzV4AaABAg,34,3,2019-04-07T17:03:06.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Alok Dubey,UCLsrEJ0CvFO-jJ6u_ksEIRA,Lord of light 13:49,UgyuOBz0zh5ibiTGnch4AaABAg,1,0,2019-04-06T06:14:55.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Chelsea Botha,UCWsOwTv9XdrpcoLg12Z_cdA,These covers are absolutely fantastic!,Ugy7wPwJKndGRvlk36p4AaABAg,1,1,2019-04-02T19:39:14.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Hodor 1,UCSfCceOmPikUCqIfXB9xW6g,Game of thrones and star wars wold be utterly boring without the effective use of this wonderful music. The power of music is truly a blessing,Ugxd9Z4ZakS2crAr3nB4AaABAg,23,1,2019-04-01T23:54:28.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Jonathan Hargreaves,UCiFKi11MoiCo8EE_0bQ9rEw,Anyone excited for season 8? What's Bran doing with his Greenseer powers?? Is Daenerys going to carry on being so reckless in Winter???? What's going to happen now the nine-thousand year old ice wall has a hole in it???,Ugy8FT_4s-eonevYxS54AaABAg,2,0,2019-04-01T01:08:39.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Gabriele AVP,UCUR8EHyvTUfIcRdxJhcogFg,332 deaf people listening to youtube?? :),UgxH9f3Usk6jZyvu1gJ4AaABAg,1,0,2019-03-31T13:36:11.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Alex Little,UC5A4LJz47CZfDsfNg6CWirQ,wish there was lord of light theme in here,Ugywtsgzir9FUaGnET94AaABAg,0,0,2019-03-30T10:53:57.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Hola Soy LA,UC-D033Z3AyIRf3T0p5Oe2YA,Song 00:29 ?,UgyV6XyT1DqIQMN8j9p4AaABAg,2,0,2019-03-30T07:35:40.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
melissa joseph,UCpBNnOMS7Z52tUY6QpVlRzg,Goosebumps for 35 min,UgyG12lMghwHCrH6htZ4AaABAg,1,0,2019-03-29T06:41:36.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Matthew Beattie,UCMpyQ0edB-0OdCvR_iTtESQ,"Fun fact:

The ‘Rains Of Castamere’ was the original main theme",Ugy7x55D_vqesqckvh94AaABAg,2,0,2019-03-26T20:25:19.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
knowledge download,UCcZ-Js8ZvQCUudaED8nMbmg,"THE 100 GREATEST GAME OF THRONES LINES 
https://youtu.be/Ce8UnjZxJIQ",UgznRC4FYYcwtMZFMQ54AaABAg,0,0,2019-03-26T16:07:27.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Kuran R,UCAJbhNx-JPXz92Yg-bWVCSg,Why can’t I find ‘goodbye brother’ by you guys anywhere? One of the best tracks imo,UgyCYQL_3DDnlN7Li254AaABAg,0,0,2019-03-23T20:43:46.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Siba,UCP81V6-ZefchBsC8ZKX871w,"5:59  ""Olly..""(Winded Jon Snow)..",Ugz3izIPdCUFoK5AByV4AaABAg,3,0,2019-03-22T19:10:06.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Juan Pablo Torres,UChqeLE2bZvACD4m6ksvKhDQ,"Someone knows in wich season 4 scene they played this ""The north remembers"" version?",UgwYTi4jVnj-AI3wEOl4AaABAg,0,0,2019-03-21T01:49:39.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Wolfgang R,UCuo56Y6ban3tsJj0PjL1dQA,"When I started dating my girlfriend, she told me she wasn't really interested in anything medieval or fantasy.  I started watching GoT with her after season 7 finished.  We binge watched 7 seasons within two or three months, and now she keeps talking about season 8.",UgydLw7F0abnbZle2OF4AaABAg,0,0,2019-03-19T10:57:21.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Yonus,UC-jiKpFxvj-bD61n7AAppjg,6:20 I don't remember which scene was that,UgxXX-_rCbE2F_BvP5N4AaABAg,0,0,2019-03-17T20:35:56.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Илья Кабаненко,UCi6k4ugZBSjgGZ-z_5e2nyQ,Beautiful!!),Ugw6rMBghniA-tVUVGF4AaABAg,0,0,2019-03-17T14:26:35.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
oOoOoOo,UCz7dNrtTBVplcOcSNmL-U-w,What is the soundtrack that starts at 3:45 called?,Ugx11a30f8FFlhANIXF4AaABAg,0,2,2019-03-17T02:23:22.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Morgan Walz,UCnbjbzE93cZu6n_WnFRuZvA,29:54,UgxzetiyYiDoXCasrUZ4AaABAg,0,0,2019-03-17T01:48:12.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
oscar sayago,UCeeRanB49EwPH1FoSg1RbIA,mi soundtrack favorito de esta serie es Light of the Seven,UgwlOpPh-xI56ebkSXh4AaABAg,4,1,2019-03-16T18:59:23.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
John Galt,UCiEz9R2_AR0gOrnyR7GJI3A,"lookiing forward to the new game of throwsn.  th Houdn, Brienne of Tarth, those two in particular... of course I love Johh Snow less snow no to the rest..  we... shall se.",Ugwmp3c5ijcTkK9rbKZ4AaABAg,0,0,2019-03-16T05:19:17.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
João Paulo Fioreze,UCGXzBNfcLJSbzy7GE60xn_Q,"this give me goosebumps, fuckin amazing",UgxqlMTZWjzUHYE-vsR4AaABAg,0,0,2019-03-15T08:56:29.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Electron Gaming,UCsaSHwfojR8DE5AlJ9APPtA,I LOVE the theme for the red wedding but it reminds me of Rob & Cat! 😭,UgyGHf1-0IzNomeQE7l4AaABAg,3,0,2019-03-14T02:13:39.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Daniel Castaneda,UC2wQklb5jJSU-u3dPF3ON3g,20:45,Ugw24PGcbNmsxo9mIIF4AaABAg,0,0,2019-03-12T16:13:25.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Maloy,UCnZXbqZ0JckX6KSsQQOA1Gg,Theres that one a bit more sad version of the main title that ive heard in some of the episodes but i cant find it anywhere ..,Ugz3nbLQ0FQ-WPVGNed4AaABAg,0,0,2019-03-12T10:54:14.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Bipu Paul,UCx5qLnkgg_0k1RCZZ8LcFwQ,A decade defining show and I believe it will definitely change all ideas about TV shows. I don't think I would ever witness anything as epic as GOT. Hail from Bangladesh 🇧🇩,UgzXH8mWL7U4i0WhAkl4AaABAg,15,1,2019-03-11T19:32:48.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Callum Day,UCEQFS8nH1PbHaRdQ1p4OIQg,"""Pay the Iron Price"" from Season 2 needs to be added to this list!",Ugw70uKAwp4-gY7i5ah4AaABAg,1,1,2019-03-10T12:20:43.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
surya,UCyLr4m3AJiWfauEm-ydo_aw,"during red wedding , the musicians play the first track !! were the musicians helping the starks to understand the plot ??",UgzWlGiV-z7s72kBDUB4AaABAg,0,0,2019-03-09T13:07:52.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
TheShadowGamer,UCAFH1viJ52Mkx9gC9ZpBHug,5.18 best one!!,UgxsvChVl2Eb2iOq7uJ4AaABAg,0,0,2019-03-07T18:52:53.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Arnau Martín,UC5HNhk7EnTr9qY4kNzYIycA,The greatest TV series I'ven seen.,UgxhVGKlMHvirin0A-F4AaABAg,0,0,2019-03-02T19:42:55.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
TheLasanchez,UCgu_0_zH6_cROYdzkfQDkbw,Nice  👍👍👍👍,Ugy0_lA7fY2Q5jOiOpJ4AaABAg,0,0,2019-03-02T18:14:49.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Ąžuolas Jarutis,UCRwJlTR57RggkB8Hp_-SMCw,For me Lannister's and mother of dragons songs are the best,UgwJdFLUNJy7sa_mEWF4AaABAg,2,0,2019-03-01T19:17:30.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Ąžuolas Jarutis,UCRwJlTR57RggkB8Hp_-SMCw,Mother of dragons! <3<3<3,Ugx5MPROl3I1cyFTntp4AaABAg,3,0,2019-03-01T19:13:39.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
erik rosberg,UCyuPK72jXx3XgZru6ZLsIwg,32:27 .... best,UgxEJp5bSTQ_pwxxypJ4AaABAg,1,0,2019-03-01T10:47:19.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Mabille Audrey,UCs3Fs3mNgZNj3QkUiW094VA,"You forgot ""The children"" from season 4 :D",Ugz0YckPT47ji2BCD9V4AaABAg,4,0,2019-02-27T16:14:06.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
VENPROPLAYS,UCrjf1lBJPi-ohfdXlN7WU7Q,These musics are so powerful.,UgxuWeEgkipv6voXvbB4AaABAg,1,0,2019-02-25T18:32:16.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Uniquorn,UClYHOQSFMaMhvbdBMC-DE0w,"Help me: After Goddbye Brother comes a slower, darker intro theme, where can i find it?",Ugz8pwI25av1Rg6N6s14AaABAg,0,1,2019-02-24T23:17:04.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Denis Amorim,UCw_-Ob8y3o1YJnotRM4l9ow,whose is the voice on The Rains of Castamere?,Ugx1eUCJN3TpEzvSg5t4AaABAg,1,2,2019-02-21T14:05:36.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
fatihalt,UCw60LhQmXjXZvxECf5mOYZA,Imho the best is Winds of Winter.,Ugz94SjMvA60wjeO2cV4AaABAg,1,0,2019-02-20T19:21:26.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Piche Studio,UCZM97Mi6fTYHm3YrtnzCqtw,where is the kings arrival??,UgwsinUUNa_7TvN-BZF4AaABAg,0,1,2019-02-19T16:08:07.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Beech303,UCTbHGTtVnA8yetxP4VIqe1g,I want 0:30 to 1:06 as a ring tone for my phone,UgyluybNdYKJ6KOiwyd4AaABAg,0,0,2019-02-18T17:36:45.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Brownie Silverink,UCtqvvtX4ddgPIrAvW4nElBw,"Wow, this sounds so clear. All the instruments are even more precise than in the official soundtracks uploaded here on YouTube, you really hear the celli, the violins, the piano. Amazing.",UgwX4nnU5awWXiVtXPd4AaABAg,21,0,2019-02-15T12:40:22.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Saul Ugueto,UCO3Q8nHAs9LtpJTj54RRw2Q,21:04 cagaron el pasaje al tocarlo sin ligaduras. They shit the passage by playing it without ligatures.,UgyfdSS1NavM4myVivF4AaABAg,0,0,2019-02-06T22:29:08.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Saul Ugueto,UCO3Q8nHAs9LtpJTj54RRw2Q,19:51 el cello corrió al final de la frase y pausó para tocar la última nota a tiempo.,UgxMWQ91TYkNdkVDmAh4AaABAg,0,0,2019-02-06T22:21:15.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Francisco Brambila,UC7TcBfCL9bZHsnu68NeSxCg,i waited 24 minutes for the good stuff,Ugz7mm4PFzP1J1xuETN4AaABAg,2,0,2019-02-04T19:11:37.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Roland,UCSfD18oVwWCuxy_iE0Whl4Q,"Yess, I finally found what I was looking for on Youtube: 10. 32:27  The Rains of Castamere  Thank you!!",Ugz3r77XjTESJN8CbkB4AaABAg,6,0,2019-02-02T15:18:08.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
jasminexx,UC3eyHsc0x8OGUH9CA8AVNew,STOP WITH THE GRAMMARLY ADS NO ONE IS GONNA BUY YOUR STUPID USELESS PRODUCT!!!!,UgwiYniwifxVWDyRtEd4AaABAg,0,0,2019-01-31T09:42:35.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Adam Macontosh,UCBopwfw_A_oNatWukjkQqhw,Where's the stannis Blackwater theme!?!,UgxB_dkjFNbhb-IQCSJ4AaABAg,2,2,2019-01-29T00:22:06.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Bogdan Ilic,UCnQNm23X6RIl89LIO9R-nvw,"The Rains of Castamere, the voice version in this video, seem a bit different and some tones are missed. Is that Charles Dance himself singing?",UgzeMgw77iXWdt2tEqp4AaABAg,1,1,2019-01-23T17:06:31.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
ghostcakekillah,UCYxmGqfXuRbovI7Hc1PgvVg,Listening to this while reading series total mood setter,UgwXgYhZULCvi_ML-qh4AaABAg,0,0,2019-01-19T10:56:11.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Tizan Joët,UCB0hVk5ZFF0zQMhmIbmlnZQ,winter is coming!!,UgzC06M_rgj3tPXSewV4AaABAg,1,0,2019-01-15T20:38:54.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
GrayGhoul,UCajBXvix61-HBIzZKEXpEsw,"To Jon Snoh....
*unsheathes sword*


The KINGUNNANOOORF!!!!",UgyRrciIV9vvwCRJMN94AaABAg,31,2,2019-01-15T11:41:20.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Florian,UCZbnPc17Krt73ftp9AASvlw,Nice,Ugzva9TAklUjKYZzuwF4AaABAg,1,0,2019-01-14T14:37:57.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
FLASH TRON,UCt3X4elZu_eKSlNqg0Kibuw,"""Valormorgulis""
""All men must die""
""Winter has come""
And now 
""War is coming""
""A great War is coming""",UgzOVi3Cm5BtEtMxqVp4AaABAg,0,0,2019-01-09T10:58:49.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Sabika H,UCXAZFDGdqYvEdmxDPKclcqg,Chills. This is the year it all ends. <3,Ugw8tTYzTjXU13-VL9p4AaABAg,1,0,2019-01-08T16:38:20.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Jessica Caron,UCkMsjsc1iCPxnxzZRL-dmUQ,"You know Ramin Djawadi waited until Ramsay's last episode to title a track about him ""Let's Play a Game"" and I aspire to that level of willpower.",UgxPfPCVATyBkO6dOO14AaABAg,3,0,2019-01-08T03:18:10.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Egg Shen,UCSUt68NsTmgwrzZswXNqGSA,sounds like im back on the titanic just before it sank :),UgxGkjCnOhVmuLMIZm14AaABAg,0,0,2018-12-28T11:59:04.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
M Sinha,UCI0nNjSriBgCeXHbMTsITeA,"At 8:00, is that cello??",UgyCbD8RudLv2_it14l4AaABAg,0,0,2018-12-22T19:13:40.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Tom & jerry,UCsTDl1StbSy6nzcXClxvnCg,I am in love of this,UgwewiHCW-lRKp-a2Tx4AaABAg,0,0,2018-12-19T20:08:09.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Natan Menoni,UCNvDrvDYu840tdMpFTM2Ung,"Best version of Light of the Seven that I've heard so far, thank you",UgyP8-aKxBSsYMST4OF4AaABAg,1,0,2018-12-19T17:07:37.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Sandor Cleagane,UCNoZ-KzM0rT4YLn4E2rTZcA,"when I get married, rains of castamere are definitely playing. Maybe during the reception. Or at the end. I am not really sure which one is better.",Ugx0QjmB-_xEgj5FUZ54AaABAg,30,4,2018-12-17T13:10:23.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Joseph Ruiz,UCT2iEQP1T0VSNC64n0ipjcw,"I too love Game Of Thrones.  Out of curiosity, what is it about GOT that you like? For me, it's seeing ""evil"" characters get what they deserve. (Joffrey, Petyr, Meryn, Tywin, Shae). I'm waiting for Cersei, but I bet she survives.",Ugy3kVuEnXbj80blPVB4AaABAg,5,4,2018-12-13T08:06:01.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
UNIQUE,UCUVAO2ihJbkQ3EmixdL1Xkw,21:04 ....Man its like 😶😶😶😶😶 😶😶😶😶 I can't express it,UgxVGoHML8kWn33hpH94AaABAg,0,0,2018-12-12T13:47:43.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Pademelon Gaming,UC_PWhliuiIKl9UkrFkg4Mqg,"No. 3 has an official name that isn’t “Jon Snow 5x10 credits.” It’s called “Goodbye Brother,” and it’s on the Season 1 ost",Ugw3ZIcthQ58HKcpeD54AaABAg,1,1,2018-12-11T19:08:50.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
David Nikolić,UC3GHoIP963PbQ-VnBZKRsGA,Light of the Seven sounds alien..difficult to explain. But i visualize some Lovecraftian extra-dimensions and shit,UgxxsZ0pmVDmInuKBC94AaABAg,1,0,2018-12-07T01:13:06.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
michael toonen,UCvRNkrnnX_-C5Y-xNmDZGAw,the start^^,Ugz2W2-l642U0Br0fuR4AaABAg,1,0,2018-12-04T04:41:03.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Murdo Maclachlan,UCFC6WprQlC7q2pwJEhaCPfA,"My favourite will always be the Rains of Castamere. Even though Catelyn was one of my favourite characters and it brings back some horrible memories, it's such a melancholy piece. I can't help but love it, however much Frey deserved everything he got in the end (Tywin gets a pass for being such a damn good character).

""And who are you,""
the proud lord said,
""that I should bow so low?""

""Only a cat of a different coat!
That's all the truth I know.""
""In a coat of gold, a coat of red,
a lion still has claws.""

""And mine are long and sharp, my Lord.
As long and sharp as yours!""

And so he spoke, and so he spoke;
That lord of Castamere.
And now the rains weep o'er his hall,
with no one left to hear.

Yes, now the rains weep o'er his hall,
and not a soul to hear.",UgxjAMjl2869YAvFvqh4AaABAg,4,0,2018-12-02T15:33:06.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Arun V,UCF0hMWsJrn7kGay7xJUbW_w,More valuable than iron throne,Ugw1yH1rDWcDiS4cNzZ4AaABAg,6,0,2018-11-30T20:14:41.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Weihao Zhang,UC7fCfi8JAX7b622JB4Zc0CQ,Maybe consider adding The Winds of Winter? That ending of Season 6 was epic with the song.,UgzbR5qFFpjgQJBqlBB4AaABAg,0,1,2018-11-29T23:13:17.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Cristian,UC-mULeZn_qIHnu2ed7kwVAg,Why not winds of winter?,Ugxbsww4DtVU5JyS3Bt4AaABAg,1,1,2018-11-29T05:23:35.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
Plouf&perle 22,UCSzMnLBcHQYXhfEljB1VuvQ,Can you please say me what is the music at 2:55 it was so beautiful,UgyUkZ7zFt27KiCWebN4AaABAg,0,3,2018-11-27T19:10:03.000Z,Best of Game of Thrones Soundtrack: Seasons 1-6,32oQrjSCUTw,441,9941,401
